StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
44,44AH,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.888888889,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.64,0.464,4.3,0.43,4,4,-0.076099344,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AI,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.64,0.464,4.52,0.452,4,4,-0.026202372,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AJ,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.64,0.464,4.98,0.498,4,4,0.070715525,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AK,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D30,,5.833333333,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,3.63,0.363,4.43,0.443,4,4,0.199166936,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AL,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,3.63,0.363,4.83,0.483,4,4,0.285613819,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AM,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,3.63,0.363,4.53,0.453,4,4,0.221489291,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AN,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D30,,5.833333333,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,3.63,0.363,4.34,0.434,4,4,0.1786417,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AO,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,3.63,0.363,4.07,0.407,4,4,0.114410351,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AP,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,4.375,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,3.63,0.363,4.22,0.422,4,4,0.15060248,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AQ,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.888888889,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,3.63,0.363,3.89,0.389,4,4,0.069176509,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AR,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,3.63,0.363,4.36,0.436,4,4,0.183239409,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AS,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,3.63,0.363,4.28,0.428,4,4,0.164720361,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AT,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D30,,5.833333333,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.77,0.477,4.87,0.487,4,4,0.020747632,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AU,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.77,0.477,4.99,0.499,4,4,0.045089605,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AV,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.77,0.477,4.97,0.497,4,4,0.041073535,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AW,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D30,,5.833333333,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.77,0.477,4.17,0.417,4,4,-0.134430269,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AX,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.77,0.477,4.41,0.441,4,4,-0.078471615,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AY,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,4.375,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.77,0.477,4.51,0.451,4,4,-0.056049151,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AZ,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.888888889,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.77,0.477,4.54,0.454,4,4,-0.049419293,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44BA,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.77,0.477,4.48,0.448,4,4,-0.062723258,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44BB,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Shannon,Bacterial Shannon,4.77,0.477,4.4,0.44,4,4,-0.080741764,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
45,45A,"Huang et al., 2022",2022,"located at Gaocang Stree Hongta District, Yuxi City, Yunnan Province","24°30_N, 103°32_E",24.5,La20-40,103.53333,Lo-0-180,78.41666412,MAP600-1200,15.96666622,MAT15,,Tobacco,"Marigold, Tobacco",Marigold,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Asteraceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Vegetative stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,2,V3-V4,,Bacterial Shannon,Bacterial Shannon,6.53,0.65,6.28,0.628,3,3,-0.039036963,0.006636109,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
46,46A,"Jiang et al., 2022",2022,"Yunnan Academy of Tobacco Agricultural Sciences’ Research Station in Yuxi, Yunnan, China","24°14_N, 102°30_E",24.233333,La20-40,102.5,Lo-0-180,75.58333588,MAP600-1200,16.80833244,MAT15,,Tobacco,"Tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,No_retention,No_Fertilizer,D5-10,D10-20,,6,2,R2,12,V4-V5,,Bacterial Shannon,Bacterial Shannon,6.72,0.08660254,6.79,0.069282032,3,3,0.010362787,9.01E-05,,,,,7.3,-0.070951736,,0.587209302,0.297534369,,NA,NA,,0.058,0.666944808,,NA,NA,,NA,NA,,18,1.284015512,,NA,NA,,18,1.284015512,,49.4071,-0.484507448
46,46B,"Jiang et al., 2022",2022,"Yunnan Academy of Tobacco Agricultural Sciences’ Research Station in Yuxi, Yunnan, China","24°14_N, 102°30_E",24.233333,La20-40,102.5,Lo-0-180,75.58333588,MAP600-1200,16.80833244,MAT15,,Tobacco,"Tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,No_retention,Fertilizer,D5-10,D10-20,,6,2,R2,12,V4-V5,,Bacterial Shannon,Bacterial Shannon,6.7,0.155884573,6.61,0.207846097,3,3,-0.013523873,0.00051002,,,,,6.7,-0.030305349,,0.622093023,0.194705616,,NA,NA,,0.055,0.637057714,,NA,NA,,NA,NA,,38,0.926762032,,NA,NA,,38,0.926762032,,90.9091,0.193135276
46,46C,"Jiang et al., 2022",2022,"Yunnan Academy of Tobacco Agricultural Sciences’ Research Station in Yuxi, Yunnan, China","24°14_N, 102°30_E",24.233333,La20-40,102.5,Lo-0-180,75.58333588,MAP600-1200,16.80833244,MAT15,,Tobacco,"Tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,No_retention,Fertilizer,D5-10,D10-20,,6,2,R2,12,V4-V5,,Bacterial Shannon,Bacterial Shannon,6.72,0.08660254,6.73,0.225166605,3,3,0.001486989,0.000428488,,,,,7,-0.028987537,,0.691860465,0.162518929,,NA,NA,,0.076,0.146603474,,NA,NA,,NA,NA,,35,0.73511138,,NA,NA,,35,0.73511138,,85.3755,0.567521659
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Ginseng,"Ginseng, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Araliaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Shannon,Bacterial Shannon,9.73073,0.973073,9.91512,0.991512,3,3,0.018771946,0.006666667,,,,,7.425,-0.01593094,,1.146930233,-0.252578167,,NA,NA,,0.134783,-0.047799432,,NA,NA,,NA,NA,,43.3155,0.105359823,,187.701,-0.187465263,,73.7968,0,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Ginseng,"Ginseng, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Araliaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Shannon,Bacterial Shannon,9.73073,0.973073,9.85951,0.985951,3,3,0.013147553,0.006666667,,,,,7.425,-0.022431534,,1.146930233,-0.3312525,,NA,NA,,0.134783,-0.24968668,,NA,NA,,NA,NA,,43.3155,-0.730888041,,187.701,-0.572525005,,73.7968,-0.217723411,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Ginseng,"Ginseng, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Araliaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Shannon,Bacterial Shannon,9.73073,0.973073,9.51415,0.951415,3,3,-0.022508755,0.006666667,,,,,7.425,-0.018298385,,1.146930233,-0.072085481,,NA,NA,,0.134783,-0.020561171,,NA,NA,,NA,NA,,43.3155,-0.810931948,,187.701,-0.48551048,,73.7968,-0.332133507,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Maize,"Ginseng, Maize",Ginseng,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Shannon,Bacterial Shannon,9.58732,0.958732,9.91512,0.991512,3,3,0.033619473,0.006666667,,,,,7.21438,0.012845488,,1.252122093,-0.340328943,,NA,NA,,0.138923,-0.078053177,,NA,NA,,NA,NA,,36.8984,0.265702172,,123.529,0.230909062,,64.1711,0.139762417,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Maize,"Ginseng, Maize",Ginseng,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Shannon,Bacterial Shannon,9.58732,0.958732,9.85951,0.985951,3,3,0.02799508,0.006666667,,,,,7.21438,0.006344894,,1.252122093,-0.419003276,,NA,NA,,0.138923,-0.279940425,,NA,NA,,NA,NA,,36.8984,-0.570545692,,123.529,-0.15415068,,64.1711,-0.077960994,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Maize,"Ginseng, Maize",Ginseng,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Shannon,Bacterial Shannon,9.58732,0.958732,9.51415,0.951415,3,3,-0.007661228,0.006666667,,,,,7.21438,0.010478043,,1.252122093,-0.159836257,,NA,NA,,0.138923,-0.050814916,,NA,NA,,NA,NA,,36.8984,-0.650589599,,123.529,-0.067136155,,64.1711,-0.19237109,,NA,NA
48,NA,Jiao et al 2019,2019,Mianning County,"28°33'N, 102°10'E",28.55,La20-40,102.16667,Lo-0-180,79.83333588,MAP600-1200,14.64999962,MAT8-15,,Tobacco,"Tobacco, Barley",Barley,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Tillage,Retention,Fertilizer,D10,D10-20,,20,2,R2,20,V3-V4,,Bacterial Shannon,Bacterial Shannon,3.1,0.24,3.87,0.31,3,3,0.221852396,0.004136768,,,,,NA,NA,,0.705916473,0.249578237,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,1.96,0.106380404
48,NA,Jiao et al 2019,2019,Mianning County,"28°33'N, 102°10'E",28.55,La20-40,102.16667,Lo-0-180,79.83333588,MAP600-1200,14.64999962,MAT8-15,,Tobacco,"Tobacco, Winter barley, Maize","Barely, Maize",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Tillage,Retention,Fertilizer,D10,D10-20,,15,3,R3,15,V3-V4,,Bacterial Shannon,Bacterial Shannon,3.1,0.24,4.21,0.35,3,3,0.306060536,0.00430175,,,,,NA,NA,,0.705916473,0.463718512,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,1.96,0.181470855
