StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
44,44AE,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D30,,5.833333333,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1179,117.9,1147,114.7,4,4,-0.027516783,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AF,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1179,117.9,1004,100.4,4,4,-0.1606746,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AG,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,4.375,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1179,117.9,947,94.7,4,4,-0.219122807,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AH,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.888888889,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1179,117.9,1013,101.3,4,4,-0.151750396,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AI,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1179,117.9,1045,104.5,4,4,-0.120649736,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AJ,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1179,117.9,1082,108.2,4,4,-0.085855441,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AK,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D30,,5.833333333,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,762,76.2,1027,102.7,4,4,0.298450654,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AL,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,762,76.2,1164,116.4,4,4,0.423671073,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AM,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,762,76.2,1072,107.2,4,4,0.341334786,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AN,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D30,,5.833333333,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,762,76.2,1126,112.6,4,4,0.390480253,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AO,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,762,76.2,1017,101.7,4,4,0.28866584,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AP,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,4.375,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,762,76.2,1062,106.2,4,4,0.331962646,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AQ,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.888888889,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,762,76.2,908,90.8,4,4,0.175297823,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AR,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,762,76.2,762,76.2,4,4,0,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AS,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,762,76.2,1144,114.4,4,4,0.406339616,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AT,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D30,,5.833333333,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1163,116.3,1024,102.4,4,4,-0.127286347,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AU,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1163,116.3,1157,115.7,4,4,-0.005172425,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AV,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1163,116.3,1202,120.2,4,4,0.032983963,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AW,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D30,,5.833333333,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1163,116.3,916,91.6,4,4,-0.238741788,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AX,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1163,116.3,1001,100.1,4,4,-0.150003373,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AY,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,4.375,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1163,116.3,976,97.6,4,4,-0.175295566,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44AZ,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.888888889,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1163,116.3,850,85,4,4,-0.313521803,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44BA,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D3-5,D30,,3.5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1163,116.3,945,94.5,4,4,-0.207573225,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
44,44BB,"Hu et al., 2019",2019,"the University of Minnesota Southern Research and Outreach Center in Waseca, MN, United States","44°04_N, 93°33_W",44.066667,La40,-93.55,Lo-180-0,63,MAP600-1200,6.875,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D30,,17.5,2,R2,35,V4,,Bacterial Richness,Bacterial Richness,1163,116.3,929,92.9,4,4,-0.224649414,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
46,46A,"Jiang et al., 2022",2022,"Yunnan Academy of Tobacco Agricultural Sciences’ Research Station in Yuxi, Yunnan, China","24°14_N, 102°30_E",24.233333,La20-40,102.5,Lo-0-180,75.58333588,MAP600-1200,16.80833244,MAT15,,Tobacco,"Tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,No_retention,No_Fertilizer,D5-10,D10-20,,6,2,R2,12,V4-V5,,Bacterial Richness,Bacterial Richness,5382,185.3294364,5130,336.0178567,3,3,-0.047954393,0.001825365,,,,,7.3,-0.070951736,,0.587209302,0.297534369,,NA,NA,,0.058,0.666944808,,NA,NA,,NA,NA,,18,1.284015512,,NA,NA,,18,1.284015512,,49.4071,-0.484507448
46,46B,"Jiang et al., 2022",2022,"Yunnan Academy of Tobacco Agricultural Sciences’ Research Station in Yuxi, Yunnan, China","24°14_N, 102°30_E",24.233333,La20-40,102.5,Lo-0-180,75.58333588,MAP600-1200,16.80833244,MAT15,,Tobacco,"Tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,No_retention,Fertilizer,D5-10,D10-20,,6,2,R2,12,V4-V5,,Bacterial Richness,Bacterial Richness,5409,382.7832285,4995,275.3960784,3,3,-0.079626821,0.002682628,,,,,6.7,-0.030305349,,0.622093023,0.194705616,,NA,NA,,0.055,0.637057714,,NA,NA,,NA,NA,,38,0.926762032,,NA,NA,,38,0.926762032,,90.9091,0.193135276
46,46C,"Jiang et al., 2022",2022,"Yunnan Academy of Tobacco Agricultural Sciences’ Research Station in Yuxi, Yunnan, China","24°14_N, 102°30_E",24.233333,La20-40,102.5,Lo-0-180,75.58333588,MAP600-1200,16.80833244,MAT15,,Tobacco,"Tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,No_retention,Fertilizer,D5-10,D10-20,,6,2,R2,12,V4-V5,,Bacterial Richness,Bacterial Richness,5520,332.5537551,5299,256.3435195,3,3,-0.040859737,0.001989903,,,,,7,-0.028987537,,0.691860465,0.162518929,,NA,NA,,0.076,0.146603474,,NA,NA,,NA,NA,,35,0.73511138,,NA,NA,,35,0.73511138,,85.3755,0.567521659
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Ginseng,"Ginseng, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Araliaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Richness,Bacterial Richness,3173.45,317.345,3267.74,326.774,3,3,0.02927929,0.006666667,,,,,7.425,-0.01593094,,1.146930233,-0.252578167,,NA,NA,,0.134783,-0.047799432,,NA,NA,,NA,NA,,43.3155,0.105359823,,187.701,-0.187465263,,73.7968,0,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Ginseng,"Ginseng, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Araliaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Richness,Bacterial Richness,3173.45,317.345,3224.56,322.456,3,3,0.015977183,0.006666667,,,,,7.425,-0.022431534,,1.146930233,-0.3312525,,NA,NA,,0.134783,-0.24968668,,NA,NA,,NA,NA,,43.3155,-0.730888041,,187.701,-0.572525005,,73.7968,-0.217723411,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Ginseng,"Ginseng, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Araliaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Richness,Bacterial Richness,3173.45,317.345,2845.71,284.571,3,3,-0.109006727,0.006666667,,,,,7.425,-0.018298385,,1.146930233,-0.072085481,,NA,NA,,0.134783,-0.020561171,,NA,NA,,NA,NA,,43.3155,-0.810931948,,187.701,-0.48551048,,73.7968,-0.332133507,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Maize,"Ginseng, Maize",Ginseng,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Richness,Bacterial Richness,2999.78,299.978,3267.74,326.774,3,3,0.085559662,0.006666667,,,,,7.21438,0.012845488,,1.252122093,-0.340328943,,NA,NA,,0.138923,-0.078053177,,NA,NA,,NA,NA,,36.8984,0.265702172,,123.529,0.230909062,,64.1711,0.139762417,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Maize,"Ginseng, Maize",Ginseng,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Richness,Bacterial Richness,2999.78,299.978,3224.56,322.456,3,3,0.072257554,0.006666667,,,,,7.21438,0.006344894,,1.252122093,-0.419003276,,NA,NA,,0.138923,-0.279940425,,NA,NA,,NA,NA,,36.8984,-0.570545692,,123.529,-0.15415068,,64.1711,-0.077960994,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Maize,"Ginseng, Maize",Ginseng,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,V3-V4,,Bacterial Richness,Bacterial Richness,2999.78,299.978,2845.71,284.571,3,3,-0.052726356,0.006666667,,,,,7.21438,0.010478043,,1.252122093,-0.159836257,,NA,NA,,0.138923,-0.050814916,,NA,NA,,NA,NA,,36.8984,-0.650589599,,123.529,-0.067136155,,64.1711,-0.19237109,,NA,NA
