StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Longitude,MAPmean,MATmean,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,BacterialPrimer,FungalPrimer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
142,NA,"Zou et al., 2023",2023,"Zhanggutai Town, Fuxin City, Liaoning Province, China","42.174°N, 122.887°E",42.174,122.887,47.33333206,7.950000286,,Maize,"Peanuts, Maize",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D1-3,D4,,2,2,R2,4,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.998,0.000155885,0.9971,0.000138564,3,3,-0.00090221,1.46E-08,,,,,6.55696,0.005775607,,0.661475,0.102382883,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,10.0339,0.010084619,,74.5289,0.006402472,,67.1975,0.022492995,,8.74681,0.205779387
142,NA,"Zou et al., 2023",2023,"Zhanggutai Town, Fuxin City, Liaoning Province, China","42.174°N, 122.887°E",42.174,122.887,47.33333206,7.950000286,,Peanut,"Peanuts, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D1-3,D4,,2,2,R2,4,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.9959,0.000190526,0.9962,8.66E-05,3,3,0.00030119,1.47E-08,,,,,6.59633,0.00554828,,0.451382,0.008609609,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,7.13889,0.056726414,,65.3846,0.011695577,,55.0943,0.020340135,,2.62391,0.314658646
142,NA,"Zou et al., 2023",2023,"Zhanggutai Town, Fuxin City, Liaoning Province, China","42.174°N, 122.887°E",42.174,122.887,47.33333206,7.950000286,,Maize,"Peanuts, Maize",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D1-3,D4,,2,2,R2,4,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.998,1.73E-05,0.9972,0.000294449,3,3,-0.000801925,2.92E-08,,,,,6.54128,0.005594842,,0.439675,0.01176427,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,7.44444,0.02578486,,65,-0.011904423,,55.8491,0.006732987,,8.74681,0.205779387
B1,NA,"Kang et al., 2020",2020,Dingxi Experimental Station,"104°35’E, 35°33’N",35.55,104.58333,34.16666794,6.666666985,,Potato,"Potato, Broad bean",Fava bean,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,No_tillage,Unknow,Unknow,D1,D2,,1,2,R2,2,V4-V5,ITS1,,Bacterial Simpson,Bacterial Simpson,1,0.1,1,0.1,3,3,0,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D30,D30A,"Su et al., 2022",2022,Yunnan Academy of Tobacco Agricultural Sciences’ Yanhe Research Farm,"24.14°N, 102.30°E",24.14,102.3,79.83333588,15.55000019,,Tobacco,"Tobacco, Rice",Rice,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D10,D20-30,,11,2,R2,22,V4-V5,NA,,Bacterial Simpson,Bacterial Simpson,0.002,0.002884441,0.0022,0.001802776,13,13,0.09531018,0.211652893,,,,,6.27,0.089931087,,0.585,0.300421098,,NA,NA,,0.058,0.666944808,,17.17,1.159796326,,1.23,0.621537648,,36.5,0.123065861,,93.32,0.491916725,,NA,NA,,NA,NA
D14,NA,"Zhang et al., 2018 (b)",2018,Anren,"113°11_40__E, 26°47_25__N",26.79028,113.19444,121.1666641,18.14999962,,Rice,"Rice, Rapeseed",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D1,D1,,1,2,R2,1,V3-V5,NA,,Bacterial Simpson,Bacterial Simpson,0.791,0.08660254,0.814,0.103923048,3,3,0.028662398,0.009428821,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D15,D15A,"Li et al., 2024 (c)",2024,Dongfang,"18°87_ N, 108°70_E",19.45,109.16667,118.9166641,24.31666565,,Rice,"Rice, Soybean, Rice",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D1,D1,,1,2,R2,1,V4-V5,ITS1,,Bacterial Simpson,Bacterial Simpson,0.99,0.0012,0.98,0.0006,4,4,-0.010152371,4.61E-07,,,,,5.65,-0.094602466,,0.141,0.238625915,,NA,NA,,0.049,0.15123097,,NA,NA,,NA,NA,,34.1,0.118760075,,95.4,0.134186314,,NA,NA,,4748.5,0.211241902
D16,NA,"Gou et al., 2022",2022,Bijie,"27°7_ N, 106°11_E",27.11667,106.18333,89.83333588,14.8083334,,Tobacco,"Chinese Cabbage, Tobacco",Cabbage,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Retention,Fertilizer,D1,D2,,1,2,R2,2,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.9978,0.00103923,0.9977,0.001212436,3,3,-0.000100226,8.54E-07,,,,,5.05,0.011811161,,1.430974478,0.007672156,,NA,NA,,0.017,0.111225635,,44.12,-0.214286697,,27.78,-0.010130333,,312.4,-0.262521127,,471.75,-0.063782757,,NA,NA,,NA,NA
D16,NA,"Gou et al., 2022",2022,Bijie,"27°7_ N, 106°11_E",27.11667,106.18333,89.83333588,14.8083334,,Tobacco,"Pea, Tobacco",Pea,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Retention,Fertilizer,D1,D2,,1,2,R2,2,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.9978,0.00103923,0.9977,0.00034641,3,3,-0.000100226,4.02E-07,,,,,5.05,0.013766196,,1.430974478,0.036222866,,NA,NA,,0.017,0.111225635,,44.12,-0.255272517,,27.78,-1.261258275,,312.4,-0.591455358,,471.75,-0.096181784,,NA,NA,,NA,NA
R9,R9A,"Wang et al., 2025(a)",2025,"Wenshan Prefecture, Yunnan Province","23°7_43.3_N, 104°42_0.6_E",23.1287,104.7002,127.9166641,18.04166603,,Tobacco,"Tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D2,,1,2,R2,2,V3-V4,ITS1,,Bacterial Simpson,Bacterial Simpson,0.010342092,0.001539948,0.007778948,0.000662763,3,3,-0.284801059,0.009810161,,,,,4.28,0.147452731,,2.711,0.049650485,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,86.81,0.114796333,,222.13,-0.552326881,,133.55,0.358006891,,NA,NA
R14,R14A,"Liu et al., 2025",2025,Yanbian,"42°42_N-44°30_N, 127°28_E-129°17_E",43.6,128.375,50.75,3.508333206,,Tobacco,"Maize, Tobacco",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Maturity stage,Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1,D2,,1,2,R2,2,Unknow,Unknow,,Bacterial Simpson,Bacterial Simpson,0.9969,0.00069282,0.9978,0.000173205,3,3,0.000902391,1.71E-07,,,,,5.13,0.019305619,,1.031322506,0.115656041,,NA,NA,,1.239,0.298519024,,NA,NA,,NA,NA,,0.42,-0.405465108,,0.3,-0.693147181,,NA,NA,,1602.79,0.04149684
R14,R14B,"Liu et al., 2025",2025,Yanbian,"42°42_N-44°30_N, 127°28_E-129°17_E",43.6,128.375,50.75,3.508333206,,Tobacco,"Soybean, Tobacco",Soybean,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1,D2,,1,2,R2,2,Unknow,Unknow,,Bacterial Simpson,Bacterial Simpson,0.9969,0.00069282,0.9975,0.000173205,3,3,0.000601685,1.71E-07,,,,,5.13,-0.00195122,,1.031322506,0.159759219,,NA,NA,,1.239,0.275501654,,NA,NA,,NA,NA,,0.42,-0.559615788,,0.3,-0.693147181,,NA,NA,,1602.79,0.021815591
R15,R15A,"Zheng et al., 2025",2025,Huairen,"112°34_-114°34_E, 39°03_-40°44_",39.8917,113.5667,29.83333397,7.375,,Alfalfa,"Alfalfa, Soybean, Soybean",Soybean,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Fabaceae,Legume to Legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Coarse,Unknow,Unknow,No_Fertilizer,D1,D3,,1,2,R2,3,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.998138333,0.0002945,0.998994333,0.00019475,3,3,0.000857229,4.17E-08,,,,,NA,NA,,1.218,-0.172517557,,NA,NA,,0.149,0.006688988,,NA,NA,,NA,NA,,6.79,0.01316771,,189.36,0.020800332,,22.46,-0.038117137,,NA,NA
R15,R15B,"Zheng et al., 2025",2025,Huairen,"112°34_-114°34_E, 39°03_-40°44_",39.8917,113.5667,29.83333397,7.375,,Alfalfa,"Alfalfa, Vetch, Alfalfa",Vetch,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Fabaceae,Legume to Legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Coarse,Unknow,Unknow,No_Fertilizer,D1,D3,,1,2,R2,3,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.998138333,0.0002945,0.999065,0.00010175,3,3,0.000927964,3.25E-08,,,,,NA,NA,,1.218,-0.282768058,,NA,NA,,0.149,-0.098671528,,NA,NA,,NA,NA,,6.79,0.062788095,,189.36,0.081017177,,22.46,-0.239867663,,NA,NA
R15,R15C,"Zheng et al., 2025",2025,Huairen,"112°34_-114°34_E, 39°03_-40°44_",39.8917,113.5667,29.83333397,7.375,,Alfalfa,"Alfalfa, Oats, Alfalfa",Oats,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Coarse,Unknow,Unknow,No_Fertilizer,D1,D3,,1,2,R2,3,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.998138333,0.0002945,0.999398333,8.50E-06,3,3,0.001261554,2.90E-08,,,,,NA,NA,,1.218,0.013050756,,NA,NA,,0.149,-0.106106506,,NA,NA,,NA,NA,,6.79,0.107420249,,189.36,0.065211615,,22.46,-0.207023074,,NA,NA
R15,R15D,"Zheng et al., 2025",2025,Huairen,"112°34_-114°34_E, 39°03_-40°44_",39.8917,113.5667,29.83333397,7.375,,Alfalfa,"Alfalfa, Maize, Flax","Maize, Flax",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Fabaceae to Multiple,Legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Coarse,Unknow,Unknow,No_Fertilizer,D1,D3,,1,3,R3,3,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.998138333,0.0002945,0.999067667,9.95E-05,3,3,0.000930633,3.23E-08,,,,,NA,NA,,1.218,-0.267632634,,NA,NA,,0.149,-0.09129142,,NA,NA,,NA,NA,,6.79,0.155202094,,189.36,0.100644088,,22.46,-0.259874046,,NA,NA
R15,R15E,"Zheng et al., 2025",2025,Huairen,"112°34_-114°34_E, 39°03_-40°44_",39.8917,113.5667,29.83333397,7.375,,Alfalfa,"Alfalfa, Sorghum, Millet","Sorghum, Millet",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Coarse,Unknow,Unknow,No_Fertilizer,D1,D3,,1,3,R3,3,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.998138333,0.0002945,0.999720333,9.98E-05,3,3,0.001583696,3.23E-08,,,,,NA,NA,,1.218,-0.186270229,,NA,NA,,0.149,-0.106106506,,NA,NA,,NA,NA,,6.79,0.195973646,,189.36,0.149932126,,22.46,-0.25756724,,NA,NA
R17,R17A,"Yuan et al., 2025",2025,Gannan Tibetan Autonomous Prefecture,"35°32'35_N, 104°45'30_E",35.5431,104.7583,38.25,5.983333111,,Quinoa,"Quinoa, Rapeseed",Rapeseed,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Amaranthaceae to Brassicaceae,Non-legume to Non-legume,nonAM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Unknow,Tillage,Unknow,Fertilizer,D1-3,D2,,2,2,R2,2,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.9984,0.00034641,0.9981,0.000866025,3,3,-0.000300526,2.91E-07,,,,,7.46,-0.012137708,,NA,NA,,NA,NA,,0.235,-0.039050515,,NA,NA,,NA,NA,,26.19,-0.691239875,,317.67,-0.301427594,,137.32,-0.188047209,,NA,NA
R17,R17B,"Yuan et al., 2025",2025,Gannan Tibetan Autonomous Prefecture,"35°32'35_N, 104°45'30_E",35.5431,104.7583,38.25,5.983333111,,Quinoa,"Quinoa, Fava bean",Fava bean,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Amaranthaceae to Fabaceae,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Unknow,Tillage,Unknow,Fertilizer,D1-3,D2,,2,2,R2,2,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.9984,0.00034641,0.999,0.00034641,3,3,0.000600781,8.02E-08,,,,,7.46,-0.024424552,,NA,NA,,NA,NA,,0.235,-0.030239885,,NA,NA,,NA,NA,,26.19,-1.124135716,,317.67,-0.2106538,,137.32,-0.07789069,,NA,NA
R17,R17C,"Yuan et al., 2025",2025,Gannan Tibetan Autonomous Prefecture,"35°32'35_N, 104°45'30_E",35.5431,104.7583,38.25,5.983333111,,Quinoa,"Quinoa, Potato",Potato,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Amaranthaceae to Solanaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Unknow,Tillage,Unknow,Fertilizer,D1-3,D2,,2,2,R2,2,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.9984,0.00034641,0.9966,0.006235383,3,3,-0.001804512,1.31E-05,,,,,7.46,-0.023051868,,NA,NA,,NA,NA,,0.235,-0.039050515,,NA,NA,,NA,NA,,26.19,-0.616369998,,317.67,-0.181283282,,137.32,-0.101468046,,NA,NA
R18,R18A,"Zhao et al., 2025",2025,"Sanyuanyu Town, Liuhe County, Tonghua City, Jilin Province","42°03'08""N 125°45'31""E",42.0522,125.7586,70.41666412,4.766666889,,Tobacco,"Maize, Maize, Tobacco",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Maturity stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D3,,1,2,R2,3,V3-V4,ITS1 + 5.8S + ITS2,,Bacterial Simpson,Bacterial Simpson,0.996002,0.001506138,0.9978578,0.000539593,3,3,0.001861516,8.60E-07,,,,,4.87288,0.034191072,,0.538263341,0.397828706,,NA,NA,,0.148305,0.251315177,,NA,NA,,NA,NA,,14.322,-0.102733982,,381.356,0.635988612,,NA,NA,,NA,NA
R20,R20A,"Xue et al., 2025",2025,"Wuhu Tobacco Station, Wuhu City, Anhui Province","31°13'40""N 118°31'10""E",31.2278,118.5194,98.33333588,16.11666679,,Tobacco,"Tobacco, Rice",Rice,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1-3,D5,,2.5,2,R2,5,V3-V4,18S,,Bacterial Simpson,Bacterial Simpson,0.99,0.01118034,1,0.002236068,5,5,0.010050336,2.65E-05,,,,,5.04,0.019646997,,1.447795824,0.087411938,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,27.32,0.445173745,,198.8,0.33099593,,NA,NA,,NA,NA
